Date,Order_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Region
2017-11-12,CA-2017-160514,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,2.0,5.28,0.0,West
2016-06-04,CA-2016-157749,Xerox 1957,Office Supplies,5.0,5.18,20.0,Central
2016-06-04,CA-2016-157749,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,5.0,83.94,60.0,Central
2016-06-04,CA-2016-157749,Staple-based wall hangings,Furniture,3.0,3.9,60.0,Central
2016-06-04,CA-2016-157749,PureGear Roll-On Screen Protector,Technology,2.0,15.99,20.0,Central
2016-06-04,CA-2016-157749,KI Conference Tables,Furniture,5.0,35.44,50.0,Central
2016-06-04,CA-2016-157749,Eldon 100 Class Desk Accessories,Furniture,3.0,1.35,60.0,Central
2016-06-04,CA-2016-157749,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,2.0,3.7,20.0,Central
2014-06-01,CA-2014-131926,Global Deluxe High-Back Manager's Chair,Furniture,7.0,285.98,0.0,Central
2014-06-01,CA-2014-131926,Safco Steel Mobile File Cart,Office Supplies,2.0,83.36,0.0,Central
2014-06-01,CA-2014-131926,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,6.0,7.98,0.0,Central
2014-06-01,CA-2014-131926,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,5.0,300.65,0.0,Central
2014-06-01,CA-2014-131926,Xerox 205,Office Supplies,4.0,6.48,0.0,Central
2016-12-10,CA-2016-154739,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,2.0,160.78,20.0,West
2016-09-11,CA-2016-145625,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,1.0,7.61,0.0,West
2016-09-11,CA-2016-145625,Logitech P710e Mobile Speakerphone,Technology,13.0,257.49,0.0,West
2016-12-10,CA-2016-146941,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,6.0,13.43,0.0,East
2016-12-10,CA-2016-146941,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,4.0,90.48,0.0,East
2015-11-28,US-2015-159982,Eldon 100 Class Desk Accessories,Furniture,9.0,1.35,60.0,Central
2015-11-28,US-2015-159982,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,2.0,41.18,20.0,Central
2015-11-28,US-2015-159982,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,5.0,10.78,20.0,Central
2015-11-28,US-2015-159982,Logitech Mobile Speakerphone P710e - speaker phone,Technology,6.0,107.98,20.0,Central
2017-12-01,CA-2017-163139,Sabrent 4-Port USB 2.0 Hub,Technology,3.0,6.79,0.0,East
2017-12-01,CA-2017-163139,Safco Industrial Shelving,Office Supplies,3.0,73.85,0.0,East
2017-12-01,CA-2017-163139,Acco 3-Hole Punch,Office Supplies,5.0,3.5,20.0,East
2017-06-08,US-2017-155299,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,2.0,0.81,80.0,Central
2014-09-19,US-2014-106992,Lexmark MX611dhe Monochrome Laser Printer,Technology,3.0,1019.99,40.0,Central
2014-09-19,US-2014-106992,Xerox WorkCentre 6505DN Laser Multifunction Printer,Technology,7.0,359.99,40.0,Central
2016-06-06,CA-2016-125318,Cisco Small Business SPA 502G VoIP phone,Technology,4.0,82.06,20.0,Central
2015-11-10,CA-2015-155040,Microsoft Sculpt Comfort Mouse,Technology,2.0,39.95,0.0,West
2017-06-16,CA-2017-136826,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,3.0,4.67,20.0,South
2016-01-22,CA-2016-111010,Bagged Rubber Bands,Office Supplies,6.0,1.26,0.0,East
2017-12-09,US-2017-145366,Safco Commercial Shelving,Office Supplies,1.0,37.21,20.0,East
2017-12-09,US-2017-145366,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,3.0,19.19,20.0,East
2017-12-28,CA-2017-163979,Adjustable Depth Letter/Legal Cart,Office Supplies,4.0,181.46,0.0,West
2015-07-30,CA-2015-155334,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,7.0,29.99,0.0,West
2015-07-30,CA-2015-155334,Regeneration Desk Collection,Furniture,3.0,1.76,0.0,West
2015-07-30,CA-2015-155334,Presstex Flexible Ring Binders,Office Supplies,3.0,3.64,20.0,West
2017-09-16,CA-2017-118136,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,2.0,4.41,0.0,West
2017-09-16,CA-2017-118136,Newell 330,Office Supplies,1.0,5.98,0.0,West
2017-10-13,CA-2017-132976,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Office Supplies,2.0,5.82,20.0,East
2017-10-13,CA-2017-132976,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,4.0,4.54,20.0,East
2017-10-13,CA-2017-132976,Eldon Simplefile Box Office,Office Supplies,6.0,9.95,20.0,East
2017-10-13,CA-2017-132976,Avery 489,Office Supplies,3.0,8.28,20.0,East
2015-09-26,US-2015-161991,Round Ring Binders,Office Supplies,5.0,0.42,80.0,Central
2015-09-26,US-2015-161991,Bose SoundLink Bluetooth Speaker,Technology,7.0,159.2,20.0,Central
2015-11-02,CA-2015-130890,"Bevis Round Bullnose 29"" High Table Top",Furniture,5.0,207.77,20.0,West
2015-09-26,CA-2015-130883,Easy-staple paper,Office Supplies,5.0,28.35,20.0,West
2015-09-26,CA-2015-130883,Microsoft Arc Touch Mouse,Technology,5.0,47.96,20.0,West
2015-09-26,CA-2015-130883,Xerox 216,Office Supplies,6.0,5.18,20.0,West
2016-12-18,CA-2016-112697,GBC VeloBinder Electric Binding Machine,Office Supplies,7.0,36.29,70.0,South
2016-12-18,CA-2016-112697,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,2.0,97.26,20.0,South
2016-12-18,CA-2016-112697,Premier Automatic Letter Opener,Office Supplies,5.0,192.3,20.0,South
2016-11-20,CA-2016-110772,Advantus SlideClip Paper Clips,Office Supplies,7.0,2.73,20.0,East
2016-11-20,CA-2016-110772,Avery 512,Office Supplies,8.0,2.31,20.0,East
2016-11-20,CA-2016-110772,Logitech Wireless Gaming Headset G930,Technology,2.0,127.99,20.0,East
2016-11-20,CA-2016-110772,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,3.0,28.99,50.0,East
2014-12-26,CA-2014-111451,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,8.0,37.55,20.0,West
2014-12-26,CA-2014-111451,Global Deluxe Office Fabric Chairs,Furniture,3.0,76.78,20.0,West
2014-12-26,CA-2014-111451,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,3.0,72.78,20.0,West
2014-12-26,CA-2014-111451,Ibico Laser Imprintable Binding System Covers,Office Supplies,5.0,15.72,70.0,West
2014-12-26,CA-2014-111451,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,3.0,9.18,20.0,West
2016-10-28,CA-2016-142545,Xerox 223,Office Supplies,5.0,6.48,0.0,East
2016-10-28,CA-2016-142545,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,8.0,135.31,0.0,East
2016-10-28,CA-2016-142545,Xerox 1939,Office Supplies,3.0,18.97,0.0,East
2016-10-28,CA-2016-142545,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,4.0,19.4,0.0,East
2016-10-28,CA-2016-142545,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,1.0,14.28,0.0,East
2017-11-19,US-2017-152380,BPI Conference Tables,Furniture,3.0,73.02,50.0,Central
2015-05-04,CA-2015-144253,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,2.0,13.4,0.0,East
2014-12-30,CA-2014-130960,Newell 350,Office Supplies,3.0,3.28,0.0,Central
2014-06-01,CA-2014-111003,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,3.0,15.16,0.0,East
2014-06-01,CA-2014-111003,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,6.0,48.2,0.0,East
2017-04-15,CA-2017-126774,Faber Castell Col-Erase Pencils,Office Supplies,1.0,4.89,0.0,South
2016-09-12,CA-2016-142902,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,4.0,3.78,20.0,West
2016-09-12,CA-2016-142902,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,2.0,233.38,20.0,West
2016-09-12,CA-2016-142902,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,1.0,15.23,20.0,West
2016-09-12,CA-2016-142902,Avery 509,Office Supplies,3.0,2.09,20.0,West
2014-09-27,CA-2014-120887,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,3.0,29.18,0.0,East
2014-08-09,CA-2014-167850,AT&T 1070 Corded Phone,Technology,2.0,89.19,20.0,South
2014-08-09,CA-2014-167850,Xerox 21,Office Supplies,3.0,5.18,20.0,South
2014-12-28,CA-2014-164259,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,4.0,24.78,20.0,East
2014-11-04,CA-2014-164973,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,1.0,135.88,10.0,East
2014-11-04,CA-2014-164973,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology,2.0,1995.99,0.0,East
2014-11-04,CA-2014-164973,Panasonic Kx-TS550,Technology,6.0,45.99,0.0,East
2014-11-04,CA-2014-164973,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,4.0,90.0,0.0,East
2014-11-04,CA-2014-164973,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,1.0,43.57,0.0,East
2014-09-19,CA-2014-156601,OIC Binder Clips,Office Supplies,2.0,3.58,0.0,West
2016-04-23,CA-2016-162138,Ibico Laser Imprintable Binding System Covers,Office Supplies,6.0,41.92,20.0,West
2016-04-23,CA-2016-162138,Logitech Wireless Headset h800,Technology,1.0,99.99,0.0,West
2017-11-03,CA-2017-153339,Telescoping Adjustable Floor Lamp,Furniture,1.0,15.99,20.0,South
2016-08-30,US-2016-141544,Aastra 57i VoIP phone,Technology,3.0,96.97,40.0,East
2016-08-30,US-2016-141544,"File Shuttle II and Handi-File, Black",Office Supplies,2.0,27.11,20.0,East
2016-08-30,US-2016-141544,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,4.0,196.69,30.0,East
2016-08-30,US-2016-141544,Round Specialty Laser Printer Labels,Office Supplies,10.0,10.02,20.0,East
2016-08-30,US-2016-141544,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,6.0,6.29,70.0,East
2016-04-25,US-2016-150147,AT&T 841000 Phone,Technology,2.0,41.4,40.0,East
2016-04-25,US-2016-150147,Ibico Recycled Grain-Textured Covers,Office Supplies,2.0,10.36,70.0,East
2016-04-25,US-2016-150147,Wilson Jones Custom Binder Spines & Labels,Office Supplies,3.0,1.63,70.0,East
2015-09-01,CA-2015-137946,Storex Dura Pro Binders,Office Supplies,1.0,4.75,20.0,West
2015-09-01,CA-2015-137946,Hewlett Packard LaserJet 3310 Copier,Technology,2.0,479.99,20.0,West
2015-09-01,CA-2015-137946,Avery Non-Stick Binders,Office Supplies,4.0,3.59,20.0,West
2014-07-12,CA-2014-129924,Tuff Stuff Recycled Round Ring Binders,Office Supplies,2.0,3.86,20.0,West
2014-07-12,CA-2014-129924,Hon 5100 Series Wood Tables,Furniture,3.0,232.78,20.0,West
2015-06-22,CA-2015-128167,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,4.0,1.24,0.0,West
2014-04-13,CA-2014-122336,Newell 314,Office Supplies,4.0,4.46,20.0,East
2014-04-13,CA-2014-122336,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,10.0,51.0,70.0,East
2014-04-13,CA-2014-122336,Staples,Office Supplies,13.0,2.38,20.0,East
2014-04-13,CA-2014-122336,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,12.0,5.99,40.0,East
2015-12-20,US-2015-120712,Fellowes Super Stor/Drawer,Office Supplies,4.0,22.2,20.0,Central
2017-06-15,CA-2017-169901,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,3.0,15.99,20.0,West
2017-07-08,CA-2017-134306,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,3.0,2.52,0.0,East
2017-07-08,CA-2017-134306,Easy-staple paper,Office Supplies,2.0,12.28,0.0,East
2017-07-08,CA-2017-134306,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,2.0,6.48,0.0,East
2016-09-01,CA-2016-129714,Sabrent 4-Port USB 2.0 Hub,Technology,1.0,6.79,0.0,East
2016-09-01,CA-2016-129714,Xerox 1881,Office Supplies,2.0,12.28,0.0,East
2016-09-01,CA-2016-129714,Acco Hanging Data Binders,Office Supplies,1.0,3.05,20.0,East
2016-09-01,CA-2016-129714,Xerox 1881,Office Supplies,4.0,12.28,0.0,East
2016-09-01,CA-2016-129714,GBC DocuBind P400 Electric Binding System,Office Supplies,4.0,1088.79,20.0,East
2016-04-08,CA-2016-138520,Sauder Barrister Bookcases,Furniture,6.0,64.78,20.0,East
2016-04-08,CA-2016-138520,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,2.0,4.13,0.0,East
2016-04-08,CA-2016-138520,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,4.0,4.26,0.0,East
2016-04-08,CA-2016-138520,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,5.0,6.88,0.0,East
2016-04-23,CA-2016-130001,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,5.0,7.25,20.0,South
2017-03-08,CA-2017-155698,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies,8.0,80.98,0.0,South
2017-03-08,CA-2017-155698,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,2.0,10.35,0.0,South
2017-09-25,CA-2017-144904,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,2.0,10.35,0.0,East
2017-09-25,CA-2017-144904,Global Ergonomic Managers Chair,Furniture,3.0,162.88,10.0,East
2017-09-25,CA-2017-144904,Newell 333,Office Supplies,2.0,2.78,0.0,East
2017-09-25,CA-2017-144904,Eldon Wave Desk Accessories,Furniture,8.0,5.89,0.0,East
2014-09-24,CA-2014-123344,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,4.0,52.99,0.0,West
2016-10-21,CA-2016-155516,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Office Supplies,4.0,5.8,0.0,East
2016-10-21,CA-2016-155516,Staple remover,Office Supplies,2.0,3.68,0.0,East
2016-10-21,CA-2016-155516,Pizazz Global Quick File,Office Supplies,7.0,14.97,0.0,East
2016-10-21,CA-2016-155516,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,4.0,260.98,0.0,East
2017-05-29,CA-2017-104745,Xerox 1930,Office Supplies,5.0,5.18,20.0,Central
2017-05-29,CA-2017-104745,File Shuttle I and Handi-File,Office Supplies,3.0,17.81,20.0,Central
2014-07-23,US-2014-119137,Wilson Jones Custom Binder Spines & Labels,Office Supplies,5.0,1.63,70.0,West
2014-07-23,US-2014-119137,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,8.0,127.99,20.0,West
2014-07-23,US-2014-119137,Newell 324,Office Supplies,1.0,9.24,20.0,West
2014-07-23,US-2014-119137,Microsoft Natural Keyboard Elite,Technology,10.0,47.9,20.0,West
2016-09-28,US-2016-134656,Xerox 1960,Office Supplies,4.0,24.78,20.0,Central
2017-08-27,US-2017-134481,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,7.0,212.63,30.0,East
2015-04-28,CA-2015-130792,Holmes Odor Grabber,Office Supplies,3.0,2.88,80.0,Central
2015-04-28,CA-2015-130792,Akro-Mils 12-Gallon Tote,Office Supplies,3.0,7.94,20.0,Central
2015-04-28,CA-2015-130792,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,4.0,3.04,80.0,Central
2016-10-28,CA-2016-134775,Southworth Structures Collection,Office Supplies,7.0,7.28,0.0,West
2016-10-28,CA-2016-134775,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,3.0,16.51,20.0,West
2015-06-26,CA-2015-125395,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,2.0,20.95,0.0,Central
2015-11-27,US-2015-168935,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,3.0,125.15,45.0,South
2015-11-27,US-2015-168935,Logitech Media Keyboard K200,Technology,3.0,27.99,20.0,South
2015-12-03,CA-2015-122756,Lexmark MarkNet N8150 Wireless Print Server,Technology,4.0,120.58,70.0,East
2015-12-03,CA-2015-122756,3M Hangers With Command Adhesive,Furniture,1.0,2.96,20.0,East
2014-11-24,CA-2014-115973,Crayola Colored Pencils,Office Supplies,1.0,2.62,20.0,East
2017-12-11,CA-2017-101798,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,4.0,5.84,20.0,East
2017-12-11,CA-2017-101798,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,2.0,19.99,0.0,East
2014-09-21,US-2014-135972,Nortel Meridian M3904 Professional Digital phone,Technology,2.0,123.19,20.0,West
2014-09-21,US-2014-135972,Canon PC1080F Personal Copier,Technology,3.0,599.99,0.0,West
2014-06-07,US-2014-134971,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,3.0,4.15,80.0,Central
2017-06-30,CA-2017-102946,Tuf-Vin Binders,Office Supplies,3.0,25.26,20.0,West
2017-10-17,CA-2017-165603,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,2.0,24.98,0.0,East
2017-10-17,CA-2017-165603,Xerox 1958,Office Supplies,2.0,6.48,0.0,East
2015-10-31,CA-2015-122259,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,4.0,17.53,0.0,Central
2016-09-08,CA-2016-108987,Super Decoflex Portable Personal File,Office Supplies,3.0,11.98,20.0,Central
2016-09-08,CA-2016-108987,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,4.0,599.07,32.0,Central
2016-09-08,CA-2016-108987,"Contico 72""H Heavy-Duty Storage System",Office Supplies,4.0,32.78,20.0,Central
2016-09-08,CA-2016-108987,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,2.0,28.79,20.0,Central
2014-12-24,CA-2014-113166,Xerox 1974,Office Supplies,2.0,4.78,20.0,South
2014-04-16,CA-2014-155208,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,6.0,6.51,20.0,South
2017-12-24,CA-2017-117933,Staple holder,Office Supplies,3.0,11.97,0.0,East
2017-12-08,CA-2017-117457,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,5.0,35.99,0.0,West
2017-12-08,CA-2017-117457,Sharp AL-1530CS Digital Copier,Technology,3.0,399.99,20.0,West
2017-12-08,CA-2017-117457,"Wirebound Message Book, 4 per Page",Office Supplies,5.0,5.43,0.0,West
2017-12-08,CA-2017-117457,"Bevis Round Conference Table Top, X-Base",Furniture,7.0,143.43,20.0,West
2017-12-08,CA-2017-117457,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,1.0,9.68,0.0,West
2017-12-08,CA-2017-117457,Self-Adhesive Removable Labels,Office Supplies,9.0,3.15,0.0,West
2017-12-08,CA-2017-117457,Xerox 1908,Office Supplies,1.0,55.98,0.0,West
2017-12-08,CA-2017-117457,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,13.0,102.83,15.0,West
2017-12-08,CA-2017-117457,Novimex High-Tech Fabric Mesh Task Chair,Furniture,2.0,56.78,20.0,West
2017-11-03,CA-2017-142636,Xerox 191,Office Supplies,7.0,19.98,0.0,West
2017-11-03,CA-2017-142636,Global Deluxe Office Fabric Chairs,Furniture,4.0,76.78,20.0,West
2017-06-24,CA-2017-122105,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,8.0,11.99,0.0,West
2016-04-14,CA-2016-148796,Bevis Steel Folding Chairs,Furniture,5.0,76.76,20.0,West
2017-11-06,CA-2017-154816,Xerox 1987,Office Supplies,1.0,5.78,0.0,South
2017-03-04,CA-2017-110478,American Pencil,Office Supplies,4.0,2.33,0.0,West
2017-03-04,CA-2017-110478,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,1.0,15.25,0.0,West
2014-06-22,CA-2014-142048,KeyTronic 6101 Series - Keyboard - Black,Technology,6.0,32.79,20.0,West
2017-10-19,CA-2017-125388,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furniture,4.0,14.14,0.0,East
2017-10-19,CA-2017-125388,Crate-A-Files,Office Supplies,3.0,10.9,0.0,East
2017-08-21,CA-2017-155705,Hon Multipurpose Stacking Arm Chairs,Furniture,4.0,216.6,0.0,South
2017-11-23,CA-2017-149160,Coloredge Poster Frame,Furniture,2.0,14.2,0.0,Central
2017-11-23,CA-2017-149160,GBC VeloBinder Manual Binding System,Office Supplies,8.0,35.99,0.0,Central
2014-09-12,CA-2014-101476,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,1.0,69.99,0.0,East
2017-10-01,CA-2017-152275,Design Ebony Sketching Pencil,Office Supplies,6.0,1.11,20.0,Central
2016-04-15,US-2016-123750,GBC ProClick 150 Presentation Binding System,Office Supplies,2.0,94.79,70.0,South
2016-04-15,US-2016-123750,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,7.0,58.39,20.0,South
2016-04-15,US-2016-123750,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,5.0,58.39,20.0,South
2016-04-15,US-2016-123750,Woodgrain Magazine Files by Perma,Office Supplies,2.0,2.38,20.0,South
2016-06-06,CA-2016-127369,Letter Size Cart,Office Supplies,5.0,142.86,0.0,East
2014-12-19,US-2014-150574,Insertable Tab Post Binder Dividers,Office Supplies,2.0,2.41,70.0,South
2014-12-19,US-2014-150574,Belkin QODE FastFit Bluetooth Keyboard,Technology,5.0,49.56,20.0,South
2016-06-12,CA-2016-147375,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,3.0,335.99,30.0,Central
2016-06-12,CA-2016-147375,Xerox 1908,Office Supplies,7.0,44.78,20.0,Central
2017-09-15,CA-2017-130043,Xerox 1897,Office Supplies,8.0,3.98,20.0,Central
2017-01-20,CA-2017-157252,Global Deluxe Steno Chair,Furniture,3.0,69.28,10.0,East
2016-09-05,CA-2016-115756,Aluminum Document Frame,Furniture,1.0,12.22,0.0,Central
2016-09-05,CA-2016-115756,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,3.0,64.98,0.0,Central
2016-09-05,CA-2016-115756,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,3.0,23.65,0.0,Central
2016-09-05,CA-2016-115756,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,4.0,22.84,0.0,Central
